user_id,faculty,role,material_title,material_type,action,action_date,duration_min,rating
U2007,ФИС,викладач,Data Science Guide,електронна книга,завершення,2025-03-31,3.6,1
U2008,ФЕП,викладач,Big Data Systems,практикум,читання,2025-01-02,10.7,1
U2009,ФИС,викладач,Big Data Systems,стаття,завершення,2025-08-17,4.5,4
U2010,ФКБ,студент,Python Basics,відеолекція,читання,2025-03-25,12.6,3
U2011,ФИС,студент,Big Data Systems,практикум,завершення,2025-09-30,7.3,2
U2012,ФЕН,студент,Data Science Guide,практикум,перерва,2025-08-07,14.8,2
U2013,ФИС,викладач,Cybersecurity 101,стаття,завершення,2025-09-21,15.0,5
U2014,ФЕН,студент,Data Science Guide,відеолекція,читання,2025-09-16,3.1,3
U2015,ФЕН,студент,Big Data Systems,підручник,читання,2025-11-15,0.6,1
U2016,ФИТ,студент,Data Science Guide,відеолекція,пошук,2025-07-05,2.6,1
U2017,ФИС,викладач,Data Science Guide,електронна книга,перерва,2025-04-11,4.4,4
U2018,ФИС,викладач,Data Science Guide,підручник,читання,2025-10-28,7.3,3
U2019,ФЕН,студент,Algorithms and Structures,стаття,пошук,2025-08-30,10.8,1
U2020,ФИТ,викладач,Python Basics,електронна книга,читання,2025-04-22,1.5,1
U2021,ФИС,викладач,Algorithms and Structures,електронна книга,завершення,2025-04-27,6.1,5
U2022,ФИС,викладач,Digital Logic,відеолекція,перерва,2025-02-05,11.9,2
U2023,ФЕН,викладач,Python Basics,практикум,читання,2025-06-05,5.3,5
U2024,ФКБ,викладач,Big Data Systems,електронна книга,початок,2025-10-11,9.1,5
U2025,ФЕН,студент,ML Intro,практикум,перерва,2025-02-10,7.2,3
U2026,ФЕН,студент,Algorithms and Structures,відеолекція,перерва,2025-01-15,7.5,4
U2027,ФИС,студент,ML Intro,відеолекція,перерва,2025-05-12,12.5,4
U2028,ФКБ,викладач,Digital Logic,електронна книга,пошук,2025-08-18,11.5,4
U2029,ФКБ,викладач,Python Basics,стаття,перерва,2025-06-29,11.1,5
U2030,ФЕП,студент,Big Data Systems,підручник,перерва,2025-06-14,1.7,1
U2031,ФИТ,студент,Database Design,відеолекція,завершення,2025-11-09,7.2,4
U2032,ФЕН,студент,Algorithms and Structures,підручник,читання,2025-08-18,11.0,1
U2033,ФКБ,викладач,Data Science Guide,практикум,початок,2025-10-10,4.5,1
U2034,ФИТ,викладач,Python Basics,відеолекція,перерва,2025-06-17,6.9,3
U2035,ФКБ,викладач,Algorithms and Structures,практикум,пошук,2025-05-20,9.3,1
U2036,ФЕН,викладач,Data Science Guide,практикум,читання,2025-01-11,2.6,4
U2037,ФЕН,викладач,Cybersecurity 101,відеолекція,пошук,2025-01-26,13.1,3
U2038,ФИТ,викладач,Python Basics,відеолекція,завершення,2025-10-20,6.9,5
U2039,ФИС,викладач,Data Science Guide,підручник,завершення,2025-06-05,12.0,4
U2040,ФКБ,студент,Database Design,електронна книга,пошук,2025-01-22,2.3,2
U2041,ФЕН,викладач,Python Basics,відеолекція,перерва,2025-07-18,4.5,3
U2042,ФИС,викладач,Big Data Systems,електронна книга,читання,2025-04-22,13.0,4
U2043,ФКБ,студент,ML Intro,стаття,читання,2025-07-20,3.9,2
U2044,ФКБ,викладач,Data Science Guide,електронна книга,перерва,2025-09-11,2.8,4
U2045,ФИТ,викладач,Big Data Systems,практикум,початок,2025-01-19,11.7,4
U2046,ФЕН,студент,Algorithms and Structures,підручник,завершення,2025-08-20,8.9,5
U2047,ФИТ,студент,Digital Logic,підручник,початок,2025-07-27,1.2,2
U2048,ФКБ,викладач,Algorithms and Structures,практикум,пошук,2025-09-24,8.6,1
U2049,ФИС,викладач,Python Basics,підручник,перерва,2025-01-11,7.4,4
U2050,ФИС,студент,ML Intro,відеолекція,пошук,2025-02-03,7.8,4
U2051,ФЕН,викладач,ML Intro,електронна книга,читання,2025-01-08,1.1,1
U2052,ФКБ,викладач,Data Science Guide,підручник,завершення,2025-01-24,1.7,5
U2053,ФКБ,студент,Data Science Guide,підручник,початок,2025-08-17,5.8,1
U2054,ФЕН,студент,Python Basics,підручник,завершення,2025-08-08,3.2,1
U2055,ФКБ,студент,Big Data Systems,стаття,перерва,2025-04-06,14.9,3
U2056,ФЕН,викладач,Big Data Systems,відеолекція,завершення,2025-01-30,9.6,1
U2057,ФИС,студент,Cybersecurity 101,електронна книга,пошук,2025-11-22,7.7,2
U2058,ФИС,студент,Database Design,електронна книга,початок,2025-05-18,13.6,2
U2059,ФЕП,викладач,Python Basics,електронна книга,початок,2025-05-27,6.7,3
U2060,ФИТ,студент,Python Basics,стаття,читання,2025-11-20,5.2,1
U2061,ФКБ,студент,ML Intro,підручник,початок,2025-09-29,12.7,1
U2062,ФИС,студент,Database Design,відеолекція,початок,2025-07-29,12.4,2
U2063,ФИТ,викладач,Data Science Guide,стаття,перерва,2025-11-15,14.9,4
U2064,ФЕП,студент,Database Design,практикум,завершення,2025-08-28,14.4,1
U2065,ФИС,студент,Digital Logic,електронна книга,читання,2025-11-12,13.8,5
U2066,ФИТ,студент,Digital Logic,стаття,пошук,2025-08-20,0.9,5
U2067,ФИС,викладач,Database Design,практикум,початок,2025-07-12,3.3,5
U2068,ФЕН,викладач,Cybersecurity 101,підручник,перерва,2025-11-24,13.7,3
U2069,ФЕП,викладач,Database Design,відеолекція,перерва,2025-03-12,12.8,3
U2070,ФКБ,викладач,Database Design,стаття,початок,2025-08-12,14.0,3
U2071,ФИС,викладач,Python Basics,електронна книга,початок,2025-03-20,3.4,1
U2072,ФЕП,студент,Digital Logic,відеолекція,перерва,2025-05-27,7.7,2
U2073,ФИТ,викладач,Digital Logic,стаття,пошук,2025-09-01,5.2,2
U2074,ФЕН,студент,Data Science Guide,підручник,початок,2025-04-27,11.8,2
U2075,ФКБ,викладач,Python Basics,стаття,перерва,2025-02-08,12.9,1
U2076,ФИТ,студент,Python Basics,підручник,перерва,2025-09-23,12.9,5
U2077,ФКБ,студент,ML Intro,стаття,читання,2025-04-16,7.4,3
U2078,ФКБ,студент,ML Intro,практикум,завершення,2025-11-27,5.0,2
U2079,ФИТ,викладач,Python Basics,підручник,завершення,2025-03-24,7.6,1
U2080,ФКБ,студент,Database Design,відеолекція,пошук,2025-02-11,1.1,4
U2081,ФЕП,викладач,Algorithms and Structures,підручник,перерва,2025-02-14,1.1,4
U2082,ФИТ,викладач,Big Data Systems,відеолекція,початок,2025-10-02,13.5,4
U2083,ФИС,студент,Digital Logic,відеолекція,пошук,2025-03-17,6.2,4
U2084,ФЕП,викладач,Python Basics,підручник,перерва,2025-02-21,12.9,4
U2085,ФИТ,студент,Data Science Guide,відеолекція,пошук,2025-01-20,14.7,3
U2086,ФИТ,студент,Database Design,стаття,початок,2025-01-30,1.4,3
U2087,ФКБ,викладач,Digital Logic,відеолекція,пошук,2025-02-15,7.8,2
U2088,ФЕН,студент,ML Intro,стаття,читання,2025-03-15,8.9,4
U2089,ФИТ,викладач,ML Intro,стаття,читання,2025-03-16,7.9,3
U2090,ФЕП,студент,Big Data Systems,стаття,завершення,2025-11-21,1.9,3
U2091,ФКБ,студент,Algorithms and Structures,електронна книга,завершення,2025-11-08,12.0,5
U2092,ФКБ,викладач,Algorithms and Structures,підручник,початок,2025-10-20,4.8,5
U2093,ФКБ,викладач,Digital Logic,електронна книга,завершення,2025-08-17,10.2,4
U2094,ФКБ,викладач,Python Basics,електронна книга,початок,2025-09-01,6.4,4
U2095,ФЕН,викладач,Digital Logic,відеолекція,початок,2025-06-19,6.8,4
U2096,ФЕП,викладач,Data Science Guide,відеолекція,початок,2025-03-03,6.3,3
U2097,ФИТ,студент,Data Science Guide,електронна книга,завершення,2025-09-06,13.4,5
U2098,ФИС,студент,Database Design,відеолекція,перерва,2025-05-15,4.1,1
U2099,ФИТ,викладач,Python Basics,відеолекція,перерва,2025-07-18,5.5,1
U2100,ФЕП,викладач,Digital Logic,підручник,читання,2025-07-18,14.4,2
U2101,ФИТ,студент,Cybersecurity 101,відеолекція,завершення,2025-10-20,2.2,1
U2102,ФЕП,викладач,Algorithms and Structures,підручник,завершення,2025-08-28,6.3,2
U2103,ФКБ,викладач,Cybersecurity 101,відеолекція,перерва,2025-03-17,5.3,3
U2104,ФИТ,викладач,Algorithms and Structures,електронна книга,читання,2025-04-12,8.2,2
U2105,ФЕП,викладач,Data Science Guide,електронна книга,завершення,2025-01-18,11.4,5
U2106,ФИС,студент,Algorithms and Structures,стаття,перерва,2025-09-01,12.0,2
U2107,ФЕП,студент,Python Basics,відеолекція,пошук,2025-02-13,7.4,3
U2108,ФИС,студент,Data Science Guide,електронна книга,початок,2025-02-09,10.2,2
U2109,ФИС,студент,Algorithms and Structures,електронна книга,пошук,2025-08-22,4.8,4
U2110,ФИС,студент,Digital Logic,стаття,завершення,2025-05-02,9.0,5
U2111,ФИТ,викладач,Algorithms and Structures,відеолекція,читання,2025-07-08,2.3,3
U2112,ФКБ,студент,Big Data Systems,відеолекція,читання,2025-05-15,9.8,3
U2113,ФИС,студент,Big Data Systems,електронна книга,завершення,2025-04-05,11.4,5
U2114,ФЕН,викладач,ML Intro,електронна книга,завершення,2025-02-23,2.5,3
U2115,ФИТ,викладач,Big Data Systems,відеолекція,початок,2025-11-09,15.0,1
U2116,ФИС,студент,Database Design,підручник,завершення,2025-03-17,13.6,1
U2117,ФИТ,викладач,Database Design,практикум,читання,2025-03-09,11.8,3
U2118,ФЕП,викладач,Algorithms and Structures,відеолекція,завершення,2025-09-08,11.4,2
U2119,ФИТ,викладач,Algorithms and Structures,електронна книга,перерва,2025-10-28,0.7,5
U2120,ФИТ,студент,Python Basics,практикум,завершення,2025-03-08,11.4,5
U2121,ФКБ,викладач,Big Data Systems,електронна книга,пошук,2025-10-25,10.9,3
U2122,ФКБ,студент,Python Basics,електронна книга,читання,2025-11-17,13.7,2
U2123,ФИТ,викладач,Digital Logic,стаття,початок,2025-05-31,7.6,2
U2124,ФИТ,викладач,Python Basics,відеолекція,пошук,2025-03-06,1.6,4
U2125,ФЕН,студент,Big Data Systems,стаття,завершення,2025-09-13,10.6,4
U2126,ФЕП,студент,Python Basics,підручник,читання,2025-10-28,8.0,4
U2127,ФИС,викладач,Cybersecurity 101,електронна книга,читання,2025-01-17,2.3,4
U2128,ФИТ,студент,Python Basics,відеолекція,завершення,2025-05-05,11.3,1
U2129,ФИС,студент,Big Data Systems,електронна книга,завершення,2025-07-07,6.5,3
U2130,ФИТ,викладач,Database Design,електронна книга,перерва,2025-07-07,14.8,4
U2131,ФЕН,викладач,Data Science Guide,електронна книга,пошук,2025-11-14,9.8,1
U2132,ФЕН,викладач,Python Basics,електронна книга,перерва,2025-07-18,11.4,1
U2133,ФИТ,викладач,Cybersecurity 101,електронна книга,початок,2025-05-02,4.8,5
U2134,ФКБ,викладач,Cybersecurity 101,стаття,читання,2025-08-16,4.1,3
U2135,ФИТ,студент,Cybersecurity 101,відеолекція,пошук,2025-02-06,9.9,3
U2136,ФКБ,викладач,ML Intro,відеолекція,перерва,2025-01-13,1.8,5
U2137,ФЕП,студент,Big Data Systems,стаття,пошук,2025-05-01,2.5,5
U2138,ФКБ,викладач,Database Design,практикум,початок,2025-05-09,2.5,3
U2139,ФЕН,студент,Python Basics,підручник,перерва,2025-11-09,9.6,3
U2140,ФКБ,викладач,Database Design,стаття,читання,2025-06-10,8.8,3
U2141,ФЕН,студент,Data Science Guide,підручник,пошук,2025-05-23,11.9,1
U2142,ФКБ,студент,ML Intro,підручник,перерва,2025-10-29,6.6,1
U2143,ФЕП,студент,Database Design,підручник,читання,2025-06-21,11.8,1
U2144,ФКБ,студент,Data Science Guide,відеолекція,перерва,2025-09-16,5.9,5
U2145,ФИТ,викладач,Digital Logic,підручник,початок,2025-01-21,12.1,4
U2146,ФЕП,викладач,Digital Logic,відеолекція,завершення,2025-06-27,1.1,1
U2147,ФКБ,викладач,Digital Logic,підручник,завершення,2025-11-17,1.2,3
U2148,ФИТ,викладач,Database Design,електронна книга,читання,2025-06-01,8.9,1
U2149,ФЕП,викладач,Cybersecurity 101,стаття,початок,2025-07-14,7.6,3
U2150,ФИТ,викладач,Big Data Systems,стаття,перерва,2025-01-08,6.9,2
U2151,ФЕН,студент,Big Data Systems,електронна книга,завершення,2025-01-29,0.6,4
U2152,ФИТ,студент,Digital Logic,відеолекція,читання,2025-01-31,3.1,1
U2153,ФИТ,викладач,Database Design,підручник,перерва,2025-02-08,4.9,4
U2154,ФЕН,студент,Big Data Systems,відеолекція,пошук,2025-02-10,12.8,5
U2155,ФИС,студент,Python Basics,відеолекція,читання,2025-08-11,6.5,5
U2156,ФЕН,викладач,Big Data Systems,електронна книга,пошук,2025-03-28,1.0,3
U2157,ФЕН,студент,Python Basics,відеолекція,читання,2025-03-01,7.8,5
U2158,ФЕП,студент,Data Science Guide,підручник,читання,2025-08-26,6.4,4
U2159,ФЕП,студент,Database Design,відеолекція,початок,2025-07-14,14.4,4
U2160,ФИС,викладач,ML Intro,електронна книга,завершення,2025-06-03,8.8,4
U2161,ФЕП,студент,Data Science Guide,стаття,перерва,2025-06-02,5.1,2
U2162,ФЕП,студент,Algorithms and Structures,підручник,пошук,2025-11-15,1.4,1
U2163,ФИС,викладач,Cybersecurity 101,підручник,перерва,2025-03-07,12.1,4
U2164,ФКБ,викладач,Database Design,підручник,завершення,2025-08-27,11.3,4
U2165,ФЕН,студент,Algorithms and Structures,практикум,початок,2025-03-27,7.5,2
U2166,ФКБ,викладач,Database Design,електронна книга,читання,2025-09-08,2.0,5
U2167,ФЕН,викладач,Big Data Systems,стаття,завершення,2025-06-26,10.3,2
U2168,ФЕН,студент,Database Design,практикум,завершення,2025-02-06,10.2,3
U2169,ФИТ,викладач,ML Intro,підручник,перерва,2025-01-19,5.0,2
U2170,ФИС,студент,Data Science Guide,підручник,пошук,2025-04-23,11.7,5
U2171,ФКБ,викладач,Big Data Systems,електронна книга,перерва,2025-01-24,7.4,2
U2172,ФКБ,викладач,Big Data Systems,відеолекція,пошук,2025-10-25,10.2,5
U2173,ФКБ,студент,Data Science Guide,відеолекція,пошук,2025-03-27,9.9,2
U2174,ФИС,викладач,Digital Logic,стаття,початок,2025-07-09,10.2,3
U2175,ФКБ,викладач,Data Science Guide,підручник,початок,2025-09-28,3.2,1
U2176,ФЕП,студент,Database Design,електронна книга,початок,2025-04-10,6.8,2
U2177,ФЕН,студент,Algorithms and Structures,електронна книга,читання,2025-06-14,4.2,1
U2178,ФИТ,викладач,Big Data Systems,підручник,пошук,2025-11-23,4.0,1
U2179,ФКБ,викладач,Big Data Systems,стаття,читання,2025-08-09,12.3,1
U2180,ФИТ,викладач,Data Science Guide,підручник,пошук,2025-04-26,11.8,2
U2181,ФЕН,викладач,Database Design,відеолекція,завершення,2025-04-30,3.3,4
U2182,ФКБ,студент,ML Intro,практикум,пошук,2025-09-13,10.9,3
U2183,ФКБ,студент,Database Design,підручник,завершення,2025-04-05,7.0,1
U2184,ФИС,студент,Python Basics,електронна книга,перерва,2025-05-19,9.2,5
U2185,ФИС,студент,ML Intro,відеолекція,перерва,2025-06-21,12.9,2
U2186,ФЕН,студент,Python Basics,електронна книга,пошук,2025-10-23,14.9,4
U2187,ФЕП,викладач,Cybersecurity 101,стаття,початок,2025-07-21,5.1,2
U2188,ФКБ,викладач,Cybersecurity 101,практикум,початок,2025-03-31,3.3,2
U2189,ФИТ,викладач,Data Science Guide,електронна книга,завершення,2025-05-04,7.8,5
U2190,ФИТ,викладач,Python Basics,практикум,читання,2025-02-28,8.0,5
U2191,ФИС,студент,Python Basics,стаття,читання,2025-03-13,6.5,3
U2192,ФИТ,викладач,Big Data Systems,відеолекція,початок,2025-10-10,1.9,4
U2193,ФЕП,викладач,Big Data Systems,підручник,пошук,2025-06-18,8.1,2
U2194,ФКБ,викладач,Digital Logic,стаття,пошук,2025-01-03,14.1,3
U2195,ФЕП,студент,Algorithms and Structures,підручник,завершення,2025-06-05,11.3,1
U2196,ФИТ,викладач,Cybersecurity 101,відеолекція,читання,2025-10-12,7.8,4
U2197,ФЕП,викладач,Algorithms and Structures,практикум,перерва,2025-04-26,9.7,2
U2198,ФИС,викладач,Database Design,практикум,завершення,2025-03-26,12.1,3
U2199,ФИС,викладач,ML Intro,практикум,початок,2025-05-11,12.1,5
U2200,ФИС,студент,Data Science Guide,відеолекція,початок,2025-06-03,10.1,3
U2201,ФЕН,викладач,Data Science Guide,підручник,завершення,2025-05-24,8.2,4
U2202,ФЕН,студент,Big Data Systems,практикум,початок,2025-07-14,11.1,5
U2203,ФКБ,студент,Digital Logic,практикум,завершення,2025-01-22,1.5,3
U2204,ФЕН,викладач,Python Basics,стаття,читання,2025-06-29,4.1,4
U2205,ФИТ,студент,Database Design,відеолекція,пошук,2025-10-18,9.2,4
U2206,ФЕП,студент,Digital Logic,практикум,завершення,2025-11-22,2.3,1
U2207,ФЕН,студент,Algorithms and Structures,відеолекція,читання,2025-10-03,10.2,3
U2208,ФИТ,студент,Algorithms and Structures,практикум,читання,2025-06-29,6.4,2
U2209,ФИС,викладач,Database Design,підручник,пошук,2025-06-01,6.5,3
U2210,ФИС,викладач,Big Data Systems,практикум,пошук,2025-01-24,11.1,3
U2211,ФИС,викладач,Data Science Guide,відеолекція,перерва,2025-07-08,3.7,1
U2212,ФКБ,студент,Big Data Systems,стаття,завершення,2025-09-20,13.8,2
U2213,ФИТ,викладач,Cybersecurity 101,відеолекція,завершення,2025-08-22,0.6,4
U2214,ФИТ,викладач,Python Basics,підручник,пошук,2025-05-13,13.8,1
U2215,ФИС,викладач,ML Intro,практикум,читання,2025-07-13,4.1,5
U2216,ФЕП,викладач,Cybersecurity 101,підручник,початок,2025-11-22,7.6,5
U2217,ФЕН,студент,Algorithms and Structures,підручник,початок,2025-11-21,5.9,5
U2218,ФИТ,викладач,Digital Logic,електронна книга,початок,2025-02-07,12.7,3
U2219,ФЕП,викладач,Big Data Systems,відеолекція,читання,2025-09-13,11.1,5
U2220,ФЕП,студент,Database Design,підручник,початок,2025-03-07,14.0,2
U2221,ФЕП,викладач,ML Intro,відеолекція,завершення,2025-10-18,12.3,5
U2222,ФЕН,студент,ML Intro,стаття,завершення,2025-06-02,3.3,3
U2223,ФИТ,викладач,Database Design,електронна книга,пошук,2025-08-17,6.0,3
U2224,ФИТ,студент,Data Science Guide,стаття,читання,2025-05-22,1.6,3
U2225,ФИТ,викладач,ML Intro,відеолекція,читання,2025-05-22,11.0,1
U2226,ФКБ,викладач,Digital Logic,електронна книга,читання,2025-03-27,11.8,5
U2227,ФКБ,студент,Cybersecurity 101,відеолекція,читання,2025-09-07,14.2,2
U2228,ФИС,викладач,Algorithms and Structures,електронна книга,завершення,2025-07-15,2.2,5
U2229,ФИТ,студент,Cybersecurity 101,підручник,перерва,2025-02-24,3.6,4
U2230,ФЕН,студент,Cybersecurity 101,підручник,початок,2025-06-23,7.9,5
U2231,ФИТ,студент,Big Data Systems,відеолекція,пошук,2025-05-20,3.8,2
U2232,ФКБ,студент,ML Intro,відеолекція,читання,2025-03-07,8.6,3
U2233,ФЕП,викладач,Digital Logic,практикум,завершення,2025-03-20,7.5,5
U2234,ФЕП,студент,Data Science Guide,відеолекція,початок,2025-07-25,13.8,1
U2235,ФИТ,викладач,ML Intro,стаття,читання,2025-01-06,10.1,3
U2236,ФИС,викладач,Cybersecurity 101,електронна книга,завершення,2025-11-09,11.1,3
U2237,ФИС,студент,Python Basics,електронна книга,читання,2025-04-04,13.2,5
U2238,ФИТ,студент,ML Intro,практикум,читання,2025-09-03,10.1,2
U2239,ФЕН,студент,Algorithms and Structures,відеолекція,перерва,2025-02-21,14.6,5
U2240,ФЕН,викладач,ML Intro,практикум,завершення,2025-02-04,5.8,4
U2241,ФЕП,викладач,Python Basics,електронна книга,читання,2025-08-18,12.4,4
U2242,ФЕП,викладач,Data Science Guide,стаття,пошук,2025-08-27,3.5,2
U2243,ФИТ,викладач,Algorithms and Structures,підручник,пошук,2025-08-13,9.9,3
U2244,ФИС,викладач,Python Basics,підручник,початок,2025-10-19,13.4,2
U2245,ФКБ,викладач,Big Data Systems,стаття,пошук,2025-04-12,1.7,4
U2246,ФЕН,студент,Database Design,відеолекція,завершення,2025-06-10,10.9,3
U2247,ФКБ,студент,ML Intro,відеолекція,пошук,2025-05-11,10.9,4
U2248,ФКБ,студент,Digital Logic,електронна книга,читання,2025-06-21,2.6,5
U2249,ФИС,студент,Algorithms and Structures,підручник,пошук,2025-08-19,8.2,3
U2250,ФЕП,викладач,Cybersecurity 101,електронна книга,початок,2025-11-03,7.3,5
U2251,ФИТ,студент,Algorithms and Structures,практикум,перерва,2025-01-01,1.7,1
U2252,ФИС,студент,Data Science Guide,електронна книга,читання,2025-11-13,2.4,4
U2253,ФКБ,викладач,Cybersecurity 101,практикум,читання,2025-11-01,7.8,5
U2254,ФЕН,викладач,ML Intro,практикум,завершення,2025-10-17,15.0,3
U2255,ФКБ,викладач,ML Intro,електронна книга,початок,2025-11-05,13.4,4
U2256,ФЕП,викладач,ML Intro,практикум,перерва,2025-03-23,12.1,4
U2257,ФИС,викладач,Data Science Guide,стаття,пошук,2025-05-09,10.0,5
U2258,ФИТ,студент,Python Basics,практикум,початок,2025-11-17,14.3,4
U2259,ФЕП,студент,Big Data Systems,підручник,пошук,2025-07-11,3.7,1
U2260,ФИТ,викладач,Cybersecurity 101,електронна книга,пошук,2025-06-05,8.2,3
U2261,ФЕП,викладач,Cybersecurity 101,стаття,перерва,2025-08-16,13.2,1
U2262,ФИТ,викладач,Database Design,практикум,перерва,2025-09-04,1.5,1
U2263,ФЕН,студент,Digital Logic,стаття,пошук,2025-01-14,2.8,3
U2264,ФКБ,викладач,ML Intro,відеолекція,завершення,2025-11-09,11.0,3
U2265,ФИС,викладач,ML Intro,електронна книга,початок,2025-08-02,4.5,1
U2266,ФИС,викладач,Algorithms and Structures,підручник,перерва,2025-08-06,9.8,4
U2267,ФЕП,викладач,ML Intro,практикум,завершення,2025-05-27,5.0,3
U2268,ФКБ,викладач,Algorithms and Structures,відеолекція,перерва,2025-04-20,10.9,2
U2269,ФИТ,викладач,Python Basics,відеолекція,читання,2025-05-28,7.6,2
U2270,ФИС,студент,Python Basics,практикум,перерва,2025-10-11,4.1,1
U2271,ФЕП,викладач,Big Data Systems,відеолекція,читання,2025-04-29,10.3,1
U2272,ФКБ,студент,Digital Logic,відеолекція,читання,2025-11-08,10.4,1
U2273,ФИС,викладач,Algorithms and Structures,практикум,пошук,2025-10-08,2.3,4
U2274,ФИТ,студент,Data Science Guide,електронна книга,завершення,2025-07-24,3.1,4
U2275,ФИТ,студент,Python Basics,підручник,пошук,2025-04-04,12.1,4
U2276,ФКБ,студент,Data Science Guide,практикум,пошук,2025-10-18,12.9,4
U2277,ФИТ,студент,Data Science Guide,практикум,початок,2025-06-22,11.7,4
U2278,ФКБ,студент,Python Basics,практикум,пошук,2025-02-25,2.3,4
U2279,ФИТ,викладач,Data Science Guide,практикум,завершення,2025-09-02,7.4,5
U2280,ФИТ,викладач,ML Intro,електронна книга,читання,2025-10-03,14.7,3
U2281,ФИС,викладач,Algorithms and Structures,стаття,читання,2025-06-13,1.6,5
U2282,ФИС,викладач,Algorithms and Structures,відеолекція,початок,2025-02-08,13.1,3
U2283,ФИТ,студент,Algorithms and Structures,підручник,завершення,2025-02-18,9.5,4
U2284,ФИС,викладач,Digital Logic,стаття,читання,2025-11-05,6.2,1
U2285,ФИТ,студент,Algorithms and Structures,стаття,читання,2025-06-01,7.0,1
U2286,ФКБ,викладач,Cybersecurity 101,практикум,пошук,2025-05-09,4.3,3
U2287,ФИТ,викладач,Database Design,відеолекція,завершення,2025-07-07,14.8,3
U2288,ФИТ,студент,Python Basics,електронна книга,читання,2025-07-08,6.2,2
U2289,ФИТ,студент,Cybersecurity 101,підручник,завершення,2025-07-26,13.0,1
U2290,ФКБ,студент,Database Design,підручник,початок,2025-07-20,2.8,5
U2291,ФИТ,викладач,Big Data Systems,стаття,пошук,2025-05-19,9.1,2
U2292,ФКБ,студент,Data Science Guide,електронна книга,пошук,2025-11-04,3.1,3
U2293,ФЕН,студент,Digital Logic,практикум,читання,2025-08-09,7.1,4
U2294,ФКБ,студент,Algorithms and Structures,підручник,читання,2025-09-08,14.1,4
U2295,ФИС,студент,Cybersecurity 101,стаття,початок,2025-02-18,11.5,3
U2296,ФКБ,викладач,Digital Logic,електронна книга,пошук,2025-11-18,3.6,5
U2297,ФКБ,студент,Data Science Guide,підручник,завершення,2025-01-13,9.4,4
U2298,ФЕП,студент,Database Design,електронна книга,перерва,2025-04-30,11.1,2
U2299,ФИС,студент,Data Science Guide,відеолекція,перерва,2025-01-26,13.3,4
U2300,ФЕП,викладач,Database Design,підручник,читання,2025-05-31,9.2,4
U2301,ФЕН,викладач,Cybersecurity 101,практикум,пошук,2025-10-15,1.0,4
U2302,ФИС,викладач,Algorithms and Structures,електронна книга,завершення,2025-06-10,7.9,5
U2303,ФЕП,викладач,Data Science Guide,стаття,завершення,2025-09-12,2.0,3
U2304,ФИС,студент,Big Data Systems,стаття,завершення,2025-04-28,9.6,2
U2305,ФКБ,студент,Python Basics,практикум,завершення,2025-06-04,13.9,1
U2306,ФЕН,викладач,Digital Logic,практикум,перерва,2025-05-31,4.9,3
U2307,ФИТ,студент,Database Design,стаття,пошук,2025-09-16,4.4,1
U2308,ФЕН,викладач,Digital Logic,електронна книга,завершення,2025-07-16,0.8,4
U2309,ФЕП,студент,Algorithms and Structures,електронна книга,завершення,2025-09-12,10.6,2
U2310,ФЕП,студент,Digital Logic,підручник,завершення,2025-04-04,12.0,5
U2311,ФЕП,викладач,ML Intro,практикум,початок,2025-01-30,7.8,2
U2312,ФЕП,студент,Python Basics,стаття,перерва,2025-11-19,14.8,4
U2313,ФИС,викладач,ML Intro,електронна книга,перерва,2025-11-04,11.6,2
U2314,ФЕП,студент,ML Intro,відеолекція,завершення,2025-09-27,6.9,5
U2315,ФИС,студент,Database Design,відеолекція,пошук,2025-02-12,7.5,1
U2316,ФКБ,викладач,Cybersecurity 101,практикум,завершення,2025-03-27,13.9,2
U2317,ФЕН,студент,ML Intro,електронна книга,пошук,2025-10-06,0.8,5
U2318,ФКБ,викладач,Digital Logic,відеолекція,початок,2025-01-02,14.4,2
U2319,ФИТ,студент,Digital Logic,відеолекція,перерва,2025-08-22,1.7,3
U2320,ФЕН,викладач,Algorithms and Structures,відеолекція,пошук,2025-11-21,9.7,5
U2321,ФЕП,викладач,Digital Logic,стаття,пошук,2025-07-12,8.1,3
U2322,ФКБ,студент,Data Science Guide,підручник,пошук,2025-05-29,1.3,2
U2323,ФИС,студент,ML Intro,практикум,завершення,2025-07-18,0.9,5
U2324,ФИТ,викладач,Digital Logic,відеолекція,читання,2025-04-17,12.7,1
U2325,ФИС,студент,Big Data Systems,практикум,початок,2025-11-13,5.3,1
U2326,ФИС,студент,ML Intro,електронна книга,читання,2025-02-03,5.2,2
U2327,ФИС,студент,Python Basics,практикум,перерва,2025-07-31,8.2,1
U2328,ФИТ,студент,Database Design,електронна книга,читання,2025-07-05,14.6,4
U2329,ФЕП,студент,Big Data Systems,практикум,перерва,2025-01-02,2.7,3
U2330,ФЕН,студент,Database Design,відеолекція,читання,2025-04-17,5.3,2
U2331,ФКБ,студент,Database Design,стаття,читання,2025-01-04,6.8,4
U2332,ФЕН,студент,Data Science Guide,стаття,читання,2025-02-15,9.2,4
U2333,ФИС,студент,Database Design,відеолекція,завершення,2025-06-02,14.3,4
U2334,ФИС,студент,Digital Logic,підручник,читання,2025-04-25,13.4,1
U2335,ФКБ,викладач,Algorithms and Structures,практикум,початок,2025-05-02,1.2,1
U2336,ФКБ,викладач,Digital Logic,електронна книга,початок,2025-10-11,14.4,2
